path,artist_name,song_name,features,features11
folder8/Liam Payne - Bedroom Floor (Official Video) [E7q_wbbwGyU].mp3,Liam Payne ,folder8/Liam Payne ,"[0.35790727, 1976.6854735271916, 2267.186844225494, 4238.325217595729, 20.690274259806667, 0.19676133417262212, 0.4762344, 0.25090787, 23.599932, 1.7174193, 3.624883614809857, -0.007911306555241873, 0.29630008, 0.08518488394894466]",
folder8/KYLE - Playinwitme feat. Kehlani [Official Music Video] [VQhjbCxOxdo].mp3,KYLE ,folder8/KYLE ,"[0.3780482, 2651.675686801156, 2294.383249820795, 5112.217418032442, 21.137329920737642, 0.1772903138041964, 0.5034932, 0.26794124, 10.908058, -3.6827106, 2.5532426259027172, 0.006358472478708777, 0.18264091, 0.15265435499683852]",
folder8/Lifehouse - Hanging By A Moment (Official Video) [tPnK39ax_AM].mp3,Lifehouse ,folder8/Lifehouse ,"[0.46961033, 2756.0318556498564, 2609.921040485088, 5940.0247577909, 20.772721876178597, 0.25368056346098966, 0.5833919, 0.27313972, 1.5728744, -2.037069, 1.413543209208177, -0.006005196185042684, 0.0845359, 0.14768171290142493]",
folder8/Lady Gaga - Born This Way (Official Music Video) [wV1FrqwZyKw].mp3,Lady Gaga ,folder8/Lady Gaga ,"[0.4222192, 2824.5150931153985, 2446.459304713852, 5645.06474075861, 20.446335877102836, 0.24285697456911404, 0.55667263, 0.267495, 2.6547303, -4.057122, 1.3926842195346378, -0.009952564885310676, 0.090742566, 0.16559301493632886]",
folder8/Kid Cudi - Pursuit Of Happiness (Official Music Video) ft. MGMT [7xzU9Qqdqww].mp3,Kid Cudi ,folder8/Kid Cudi ,"[0.39029038, 2566.0502101194575, 2319.7552763087024, 5089.759563301611, 20.77020303488128, 0.20346899537280025, 0.48556834, 0.25981706, 12.889735, -0.91182095, 2.769425230302427, 0.015224681665324789, 0.20102215, 0.1378340096654237]",
folder8/Loverboy - Working For The Weekend (with Intro) [zL8G5pBZ5CI].mp3,Loverboy ,folder8/Loverboy ,"[0.41759413, 3371.9067419662306, 2594.759402529264, 6429.547457256568, 20.839651277881416, 0.2181784307796592, 0.6044369, 0.27955288, 1.5123669, -6.1796207, 1.418021326891425, -0.0006461896045252215, 0.08811286, 0.2325374463600165]",
folder8/Light In Your Eyes(lyrics)-Flyleaf [9jOKoB8m9MQ].mp3,Light In Your Eyes(lyrics),folder8/Light In Your Eyes(lyrics),"[0.36653602, 2629.790210282053, 2475.1760352593974, 5416.935699543855, 21.78055538518533, 0.2639425167238279, 0.5112682, 0.26171637, 9.393029, -0.50292856, 3.0494556231406174, 0.009797968200750224, 0.19837293, 0.14761043974771543]",
folder8/Mamma Mia! - Lay All Your Love On Me - Dominic Cooper & Amanda Seyfried [UCUL9XwLyPA].mp3,Mamma Mia! ,folder8/Mamma Mia! ,"[0.43190163, 2924.197594517089, 2686.9848945153517, 6276.192263518425, 20.824947555460525, 0.190964007001995, 0.608513, 0.27500266, 14.3364315, 4.0245724, 4.056803221547839, 0.0033015537524672253, 0.25552607, 0.16747470595440644]",
folder8/Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Music Video] [EfHNIPXTxy0].mp3,Kodak Black ,folder8/Kodak Black ,"[0.42191356, 2268.1587504237305, 2353.1356683687327, 4708.507805361025, 21.09808742518619, 0.19597394733078127, 0.4048405, 0.2419834, 25.82467, 2.995858, 3.1366313797426626, 0.003731569245404166, 0.2870533, 0.09481752288410637]",
folder8/Lukas Graham - Mama Said [Official Music Video] [HdAkYCyCZv8].mp3,Lukas Graham ,folder8/Lukas Graham ,"[0.38022962, 2722.9424526653233, 2489.1503142787956, 5512.162120894655, 21.84511680363568, 0.18100028607999563, 0.51819456, 0.26691276, 3.3385167, -1.9892207, 1.5717320546838975, 0.0018295209883747868, 0.11418191, 0.1504935411682061]",
folder8/Kygo & Ellie Goulding - First Time (Official Video) [OlH1RCs96JA].mp3,Kygo & Ellie Goulding ,folder8/Kygo & Ellie Goulding ,"[0.38214675, 2431.9977086381373, 2358.94819248002, 4906.43659569332, 20.469005095860027, 0.2145889469937316, 0.5640439, 0.27428895, 10.233245, -1.1964679, 3.0021810624143663, 0.0028359163572244097, 0.19817905, 0.13298018252823932]",
folder8/Lou Bega - Mambo No. 5 (A Little Bit of...) [EK_LN3XEcnw].mp3,Lou Bega ,folder8/Lou Bega ,"[0.43140677, 2812.461066692471, 2666.2748149538274, 5980.286536854353, 20.2899296125022, 0.18528388495756562, 0.55958515, 0.2749425, 4.7725472, 0.98025465, 2.2344657542719526, 0.0032888581450930257, 0.14353569, 0.1429344909379916]",
folder8/Kojack [Yp72ZsXVwOM].mp3,Kojack [Yp72ZsXVwOM].mp3,folder8/Kojack [Yp72ZsXVwOM].mp3,"[0.49730715, 1911.9078966458715, 2289.6497484733422, 4050.976731392835, 18.882165024673135, 0.11307812854310456, 0.46031424, 0.2548682, 25.279455, 5.0588202, 3.0874352467358466, -0.016347496673383016, 0.28632113, 0.06901887136156579]",
folder8/Lilla Crawford sings I Know Things Now on Seth Speaks [RGKy6FkHii8].mp3,Lilla Crawford sings I Know Things Now on Seth Speaks [RGKy6FkHii8].mp3,folder8/Lilla Crawford sings I Know Things Now on Seth Speaks [RGKy6FkHii8].mp3,"[0.33430502, 2443.2623610185606, 2181.9578993297664, 4707.770519721798, 21.279628563152663, 0.153404314140701, 0.5256044, 0.27080926, 7.4095817, -4.689298, 2.4388428911540485, 0.005422955661071477, 0.17737688, 0.13746119080889468]",
folder8/Leona Lewis - Bleeding Love (Official Video) [7_weSk0BonM].mp3,Leona Lewis ,folder8/Leona Lewis ,"[0.38028577, 2635.8794649569695, 2494.5822678667764, 5607.315310333694, 21.448873471262512, 0.226916421415312, 0.5289429, 0.26243335, 7.416357, 2.7145054, 2.601687847632446, 0.002275717430877932, 0.18452954, 0.14621194821286648]",
folder8/Logan Paul - SANTA DISS TRACK (Official Music Video) [khPLWaBioOs].mp3,Logan Paul ,folder8/Logan Paul ,"[0.40051997, 2261.6947325246206, 2310.281462058755, 4598.632957133072, 20.81904280315193, 0.16465960650460282, 0.48913464, 0.25821626, 8.624591, 1.3011807, 2.188843711379869, 0.002733154610826406, 0.17866366, 0.10658377456062401]",
folder8/Lady Gaga - Poker Face (Official Music Video) [bESGLojNYSo].mp3,Lady Gaga ,folder8/Lady Gaga ,"[0.45423543, 2635.38984676382, 2553.722351529029, 5652.1218693335395, 20.630113871876983, 0.17515377332137805, 0.5137882, 0.26722863, 19.67523, 4.9088, 4.5549831648248595, -0.02485482289315259, 0.2956436, 0.13717042209401825]",
folder8/Lil Mama - Lip Gloss [BCvXzjGRnKc].mp3,Lil Mama ,folder8/Lil Mama ,"[0.46107244, 2623.3165626847367, 2214.4544705928624, 4936.303631606672, 21.645017531264553, 0.13869623675643084, 0.5757989, 0.27143434, 4.004964, -4.978668, 1.648600745898921, -0.0005898603162140581, 0.119305305, 0.1520165103320471]",
folder8/Maddie & Tae - One Heart To Another (Official Lyric Video) [x-sETuo7-AQ].mp3,Maddie & Tae ,folder8/Maddie & Tae ,"[0.36399263, 2119.486563160597, 2277.4368690916444, 4578.706592471681, 21.817768835568682, 0.21453579879290138, 0.4616742, 0.25200075, 8.170486, 1.572647, 2.703022858419989, -0.029877225201033922, 0.18192197, 0.10844624053829519]",
folder8/Kungs vs Cookin’ on 3 Burners - This Girl (Official Music Video) [2Y6Nne8RvaA].mp3,Kungs vs Cookin’ on 3 Burners ,folder8/Kungs vs Cookin’ on 3 Burners ,"[0.37027138, 2803.649061312005, 2420.1486042102038, 5631.116110044407, 21.01236436473086, 0.1666075130990969, 0.5244644, 0.2684782, 9.4342985, -0.13545898, 2.9101025457074847, 0.0034501225663958472, 0.2056413, 0.15464271218999764]",
folder8/M83 'Midnight City' Official video [dX3k_QDnzHE].mp3,M83 'Midnight City' Official video [dX3k_QDnzHE].mp3,folder8/M83 'Midnight City' Official video [dX3k_QDnzHE].mp3,"[0.43204704, 2701.7023716057365, 2516.4807600989475, 5584.640135879778, 20.456246993241102, 0.25082032442905744, 0.58282006, 0.27126354, 3.8192263, 1.2465206, 2.17448864205457, 0.002319948909241376, 0.13099478, 0.15679975919661607]",
folder8/MACKLEMORE & RYAN LEWIS - SAME LOVE feat. MARY LAMBERT (OFFICIAL VIDEO) [hlVBg7_08n0].mp3,MACKLEMORE & RYAN LEWIS ,folder8/MACKLEMORE & RYAN LEWIS ,"[0.34802112, 2211.8722910190645, 2213.739558059704, 4410.792750593745, 21.724366895426513, 0.16486157326716688, 0.50165874, 0.2620669, 7.2632217, -3.7624588, 1.8861126384530635, 0.021460243241583615, 0.1432979, 0.11381202191972364]",
folder8/LOREN GRAY - MY STORY [FULL SONG REVIEW & REACTION] Do i like it？ [QzoFhxpD6jU].mp3,LOREN GRAY ,folder8/LOREN GRAY ,"[0.38835922, 3473.4891025522284, 2346.630458892788, 6025.2782606877, 20.967274113191174, 0.19399908393257562, 0.549548, 0.27573508, 2.4914753, -6.121188, 1.3935568276744752, 0.0018636971777718232, 0.11421267, 0.2586937362037385]",
folder8/Life's Been Good with lyrics [H8ocviQ3ux0].mp3,Life's Been Good with lyrics [H8ocviQ3ux0].mp3,folder8/Life's Been Good with lyrics [H8ocviQ3ux0].mp3,"[0.41117388, 2913.95346656222, 2354.4135876264622, 5498.155481038566, 21.001998174112163, 0.16034116025899417, 0.5837206, 0.27388763, 1.4725864, -4.1674905, 1.4238883308220485, 0.010305749880197416, 0.08606419, 0.19588871777593386]",
folder8/Kygo - This Town ft. Sasha Sloan (Official Lyric Video) [0pwttmAYCTw].mp3,Kygo ,folder8/Kygo ,"[0.3829124, 1950.1398852779193, 2220.9706356418387, 3948.9772339707506, 21.034721885672084, 0.18982010059436816, 0.52393687, 0.2664527, 13.165863, -0.58277977, 2.6940792515683096, -0.006218707104948766, 0.20479806, 0.089373395551285]",
folder8/Little Drummer Boy - Harry Simeone Chorale [R6vGGKchcdQ].mp3,Little Drummer Boy ,folder8/Little Drummer Boy ,"[0.34770903, 1639.5977435036034, 1974.6541457862602, 3249.260751403574, 21.30130831431935, 0.20021024426076076, 0.54629403, 0.26778018, 3.2718115, -3.9545944, 1.3725025529699506, -0.010247047845310631, 0.10463336, 0.08378833431638122]",
folder8/Make You Mine - Us The Duo [BCZhqvbVR8s].mp3,Make You Mine ,folder8/Make You Mine ,"[0.3480303, 2347.0943323449183, 2391.3021497822883, 4926.859303585434, 20.88184655132121, 0.20955167850679554, 0.5226272, 0.2612844, 12.042361, -0.00084021984, 3.595266239522982, 0.002449027596408753, 0.21768732, 0.11959811135939528]",
folder8/Logan Paul - Help Me Help You ft. Why Don't We [Official Video] [pT20g6lTZ-k].mp3,Logan Paul ,folder8/Logan Paul ,"[0.3786013, 2463.1365343090115, 2356.9326152230997, 4984.943842677176, 21.523242961062994, 0.17405665442290527, 0.5095147, 0.26460633, 13.813011, 1.0542339, 3.2336003455357316, 0.008064196402537046, 0.23304155, 0.1262224181395876]",
folder8/Kings Of Leon - Use Somebody (Official Video) [gnhXHvRoUd0].mp3,Kings Of Leon ,folder8/Kings Of Leon ,"[0.41952986, 2686.706719835179, 2462.640665246468, 5521.4141430686195, 21.245268785619064, 0.25156197599148117, 0.5316283, 0.26889294, 11.240008, 2.2081525, 3.759749529335166, 0.016460468937333626, 0.23052123, 0.1528319820628085]",
folder8/Lonestar - Mr. Mom [CLSsIXPzVO0].mp3,Lonestar ,folder8/Lonestar ,"[0.39567935, 3059.1905838479656, 2667.992349007375, 6263.127134747273, 21.7571391045498, 0.21526512324174157, 0.5601, 0.27489164, 0.72939754, -5.0007057, 0.9408268744723943, 0.0023747074794067554, 0.061672166, 0.19188714823077546]",
folder8/Lauv - Superhero [Official Video] [kb_e5UkI7ak].mp3,Lauv ,folder8/Lauv ,"[0.33072627, 2244.3148211470716, 2234.511128252931, 4531.669518782776, 20.79412440954475, 0.19046953006666298, 0.49320653, 0.2626941, 11.18353, -4.6787376, 2.5596515318344073, 0.009754124733174196, 0.18159997, 0.11638550066256907]",
folder8/Luis Fonsi - Despacito ft. Daddy Yankee [kJQP7kiw5Fk].mp3,Luis Fonsi ,folder8/Luis Fonsi ,"[0.3724148, 2775.492928060713, 2478.429591509089, 5739.698642653016, 20.57107454072561, 0.17586391132511098, 0.5357355, 0.26633468, 14.353888, -0.07102924, 3.4116071495318234, -0.007218248029086784, 0.23273829, 0.15407401388688463]",
folder8/Lecrae - I'm Turnt - #CC2 [YiUdrIsqmyQ].mp3,Lecrae ,folder8/Lecrae ,"[0.4715329, 2646.7884345031753, 2414.7324283101952, 5272.672893462125, 20.69709192847517, 0.17775063905575228, 0.49713027, 0.26203632, 11.712284, 2.4263856, 2.8495547670769565, 0.008171353438672408, 0.20749067, 0.13761582644682419]",
"folder8/Last Kiss, by Pearl Jam Lyrics [4447lT5GQOk].mp3","Last Kiss, by Pearl Jam Lyrics [4447lT5GQOk].mp3","folder8/Last Kiss, by Pearl Jam Lyrics [4447lT5GQOk].mp3","[0.38433662, 2001.0793056568816, 2147.1450228501426, 4119.14118760248, 20.748854018567215, 0.1993372994332273, 0.5650713, 0.26634324, 4.4183683, 2.2097182, 1.9788947718475867, -0.0008027509471900924, 0.13466926, 0.09357169829088868]",
folder8/Labrinth - Jealous (Official Video) [50VWOBi0VFs].mp3,Labrinth ,folder8/Labrinth ,"[0.35111243, 1751.1649132696905, 1979.1311352535683, 3353.8649498908644, 21.54738874367961, 0.2046702421645459, 0.48366556, 0.25501212, 6.309498, -2.2464442, 1.9861424550267521, 0.0006364497787366691, 0.14793366, 0.08826538194866959]",
folder8/Lil Skies x Yung Pinch - I Know You [Official Music Video] (Dir. by @NicholasJandora) [uZwsYdxecA8].mp3,Lil Skies x Yung Pinch ,folder8/Lil Skies x Yung Pinch ,"[0.40604785, 2408.165061019451, 2406.9550442440222, 4996.897093424163, 20.74914588124266, 0.17704491720377433, 0.45599902, 0.245701, 13.41299, 3.164121, 3.031565213425673, 0.012010115694103807, 0.22590189, 0.11631176160550706]",
folder8/Last Kiss by Taylor Swift [1aoS2HI5xsk].mp3,Last Kiss by Taylor Swift [1aoS2HI5xsk].mp3,folder8/Last Kiss by Taylor Swift [1aoS2HI5xsk].mp3,"[0.3495913, 2063.315705007699, 2277.1896103882646, 4314.518809604736, 21.73622057320495, 0.20240609735144643, 0.5409996, 0.2675645, 2.3356059, -2.3868918, 1.3379399971416148, 0.0016053574490788468, 0.09536437, 0.10047956692600826]",
"folder8/Lin-Manuel Miranda, Opetaia Foa'i - We Know The Way (From ＂Moana＂) [ubZrAmRxy_M].mp3",Lin,folder8/Lin,"[0.40488377, 1880.9926518950033, 2276.424680673663, 4176.247438345383, 20.235062841633457, 0.20225295253784875, 0.5737061, 0.26918742, 1.1844299, -3.8234298, 0.9288908420042131, 0.0025945132282338794, 0.0631662, 0.0830712890625]",
folder8/LOCASH - Ring on Every Finger [LMDDdj_M0js].mp3,LOCASH ,folder8/LOCASH ,"[0.43477818, 3171.3570055592504, 2689.891491418636, 6529.756577203655, 20.647746248857093, 0.22151441756979925, 0.60024184, 0.27450716, 16.504387, 3.2471287, 4.6413908191578646, 0.005386405078970138, 0.28340253, 0.1894465514775175]",
folder8/LANCO - Greatest Love Story [aHl0tlUYDBI].mp3,LANCO ,folder8/LANCO ,"[0.40222138, 2283.928267528007, 2300.767842208761, 4690.6008332211695, 21.21278827044895, 0.19137051283626624, 0.5807773, 0.27433902, 5.1906524, -1.5641496, 2.0876251364333616, 0.0059173724341409885, 0.13565516, 0.12721760297354223]",
folder8/Kodaline - Brother (Official Video) [m6TXPNybrmk].mp3,Kodaline ,folder8/Kodaline ,"[0.36821604, 2654.9824549038285, 2547.767171832111, 5638.806352049783, 20.82006855611995, 0.22639461624881582, 0.5483611, 0.2689539, 12.993444, 1.6364745, 3.3960678640219912, -0.0015711034379667576, 0.22538161, 0.14004346712749943]",
folder8/Long Way Home Lyrics- 5SOS [YRSdeqH0gl4].mp3,Long Way Home Lyrics,folder8/Long Way Home Lyrics,"[0.40054178, 2982.744288179343, 2604.7547112385755, 6127.477190972931, 20.845272354249143, 0.2273486592817626, 0.5887236, 0.275544, 14.308298, 2.9497778, 4.308792015720931, -0.010780105534424345, 0.26541623, 0.17801982210221975]",
folder8/Little Big Town - When Someone Stops Loving You (Official Music Video) [xkm0X2LSQ-k].mp3,Little Big Town ,folder8/Little Big Town ,"[0.34878278, 2427.5048399163497, 2244.199014361633, 4798.21479385478, 21.80291500612222, 0.2313216216869327, 0.48504376, 0.25293785, 4.63973, -2.615637, 2.2165727085121842, -0.005256730367876242, 0.14969574, 0.14838185513546553]",
folder8/Lecrae - Say I Won't ft. Andy Mineo [CR7SBRCKIuU].mp3,Lecrae ,folder8/Lecrae ,"[0.43514585, 2472.5174800762925, 2521.1576388969074, 5272.313954611096, 20.723013838037666, 0.17660544243447918, 0.38103947, 0.23426016, 13.246574, 3.1458685, 2.4236579125514277, -0.034594263209436184, 0.22035049, 0.09991535758664696]",
folder8/Lil Peep & XXXTENTACION - Falling Down [-jRKsiAOAA8].mp3,Lil Peep & XXXTENTACION ,folder8/Lil Peep & XXXTENTACION ,"[0.41636282, 2405.54450719964, 2215.453767244529, 4766.02277665188, 21.177693964229356, 0.1914690932758908, 0.4719115, 0.2517718, 14.216511, 1.2428925, 3.2768838688797213, 0.02312612127148095, 0.22303243, 0.13656243818500177]",
folder8/Lauren Daigle - You Say (Official Music Video) [sIaT8Jl2zpI].mp3,Lauren Daigle ,folder8/Lauren Daigle ,"[0.38067257, 2130.9849252937183, 2085.9384062578174, 4183.317537927391, 20.803163659547106, 0.24441296090233988, 0.5334036, 0.2672991, 15.866306, 1.4453129, 4.141303643139179, 0.01030040511502056, 0.25374565, 0.12317829992070975]",
folder8/Made For (lyrics) by Why Don't We [W8M9ORPB2dU].mp3,Made For (lyrics) by Why Don't We [W8M9ORPB2dU].mp3,folder8/Made For (lyrics) by Why Don't We [W8M9ORPB2dU].mp3,"[0.41308632, 1969.0946760221775, 2195.5831692148704, 4038.973941315003, 21.24127839144605, 0.1610319355270374, 0.34142777, 0.22088777, 29.480942, 5.4314895, 3.365466474885837, 0.03423413331958204, 0.3361215, 0.07537110823368558]",
"folder8/Logic - 1-800-273-8255 ft. Alessia Cara, Khalid (Official Video) [Kb24RrHIbFk].mp3",Logic ,folder8/Logic ,"[0.36983162, 1851.5722919572984, 1956.2300222444335, 3734.5443553456266, 20.43757390215049, 0.21394557360468544, 0.5184916, 0.2494338, 4.1757746, -5.221693, 1.7112811219630497, -3.797230719610982e-05, 0.11057479, 0.09578385719074872]",
folder8/Lacuna Coil - Devoted [k1lich16qnQ].mp3,Lacuna Coil ,folder8/Lacuna Coil ,"[0.47977364, 3320.737927630552, 2880.5880138573684, 6993.186070884146, 19.917597660970916, 0.2703792324757561, 0.5373382, 0.26592, 13.042079, 4.7033663, 4.055492159824144, -0.0008272578167114001, 0.250864, 0.19488262195121953]",
folder8/LACUNA COIL - Heaven's A Lie (OFFICIAL VIDEO) [4wfRHPsRGkk].mp3,LACUNA COIL ,folder8/LACUNA COIL ,"[0.39820492, 3287.162158779654, 2923.434180965389, 7135.730079932539, 21.29614240032431, 0.25516059813878994, 0.53190356, 0.26503527, 5.446564, 1.7088375, 2.5118404147001154, 0.009631107817062716, 0.1654161, 0.19052522185582435]",
folder8/Lost Kings & Loren Gray - Anti-Everything (Official Video) [f__DV1unimQ].mp3,Lost Kings & Loren Gray ,folder8/Lost Kings & Loren Gray ,"[0.38248327, 2295.841185821292, 2339.372032918937, 4709.585641194142, 20.459554587686288, 0.18537639142627235, 0.5462149, 0.26721, 13.8369, 0.62662643, 2.9678763303625053, 0.006871381253666952, 0.21782206, 0.11384641919749029]",
folder8/Loren Gray - Queen (Official Video) [XqBKrJnA8ZY].mp3,Loren Gray ,folder8/Loren Gray ,"[0.36068138, 2271.8594353845024, 2448.404195264988, 4982.371550041786, 21.633307013327762, 0.20288099908053558, 0.42245898, 0.23898631, 2.948989, -2.814595, 1.1125732851474426, -0.005066734716862515, 0.0942038, 0.09359107907932383]",
folder8/KYLE - Doubt It [BWdbMtTCEi0].mp3,KYLE ,folder8/KYLE ,"[0.36052763, 2729.6880590251085, 2367.527100890298, 5335.305191136006, 20.315042155999045, 0.1997065421107921, 0.5352409, 0.27054685, 18.348711, -2.3654878, 3.147961659164711, -0.007773241821520213, 0.24448065, 0.15270763335142756]",
folder8/Luke Bryan - Strip It Down (Official Music Video) [G2BWyY4B36Y].mp3,Luke Bryan ,folder8/Luke Bryan ,"[0.38800845, 2217.055734925359, 2315.045818968023, 4850.082464013339, 20.625675323424908, 0.20724917020718248, 0.5644512, 0.26691967, 2.1876113, -3.2687263, 1.4362026808521535, 0.00040693608583698633, 0.092880644, 0.1135218547111703]",
folder8/Kris Kross - Jump (Official Video) [010KyIQjkTk].mp3,Kris Kross ,folder8/Kris Kross ,"[0.44936255, 3476.714322418978, 2901.1498182766622, 7040.913242614488, 20.855584156680248, 0.18441615693837599, 0.50225437, 0.2629792, 0.74864763, -2.368738, 0.7232988851605769, -0.01618669082822424, 0.0584159, 0.18052224973921605]",
folder8/Lil Mosey - Noticed (Directed by Cole Bennett) [nceqQyqIa5o].mp3,Lil Mosey ,folder8/Lil Mosey ,"[0.41164944, 1984.2882545219031, 2056.8490867791124, 3916.761343290813, 20.816332407676107, 0.1858198500146815, 0.4485501, 0.24665853, 17.557125, 1.8009641, 3.5134005110874913, 0.0004472314852816522, 0.250105, 0.09496326503100566]",
folder8/Loren Allred - Never Enough (Live Performance) [enrCBI7O_6I].mp3,Loren Allred ,folder8/Loren Allred ,"[0.31230944, 2492.4822523525336, 2360.193302695461, 5102.616888987445, 21.71036407780476, 0.24246460896191646, 0.5162488, 0.2655856, 2.9579568, -4.381496, 1.5283415476084616, 0.006048347663441987, 0.10612963, 0.14349178664028384]",
folder8/Maren Morris - I Could Use a Love Song (Official Music Video) [ErdZ_W35xRs].mp3,Maren Morris ,folder8/Maren Morris ,"[0.3852645, 2322.326904890407, 2442.9360479547345, 4986.30256040426, 21.449233710774635, 0.20529987476994463, 0.5521834, 0.27335888, 6.318233, -0.32467058, 2.3117446409940974, -0.00671715310784531, 0.15986429, 0.1202193447371828]",
folder8/Lenny Kravitz - Fly Away [EvuL5jyCHOw].mp3,Lenny Kravitz ,folder8/Lenny Kravitz ,"[0.4442084, 3381.037731427137, 2818.7015391293635, 6971.504914656929, 20.54294239661811, 0.19198561691481805, 0.5944944, 0.27523416, 10.342528, 2.8734064, 3.5551018516759383, -0.0018831728651540088, 0.22547571, 0.20857080179218426]",
folder8/Louis The Child - Better Not ft. Wafia [u5kP_nfFVt4].mp3,Louis The Child ,folder8/Louis The Child ,"[0.33520013, 2421.935365679304, 2395.475739241497, 5045.166541396009, 21.408544151637997, 0.18331900509159055, 0.44153783, 0.24298738, 30.008638, 5.232117, 4.958953727389544, 0.001593798309688637, 0.35675904, 0.11951089986800353]",
folder8/Mac Miller - Knock Knock (Official Video) [6bMmhKz6KXg].mp3,Mac Miller ,folder8/Mac Miller ,"[0.384656, 2989.1395467853404, 2647.797251048565, 6205.653873433265, 21.544747203185434, 0.22418729431355625, 0.54188323, 0.27053058, 11.560327, 2.5613554, 3.3980238750182505, -0.004503468444620036, 0.22748043, 0.17114632734869015]",
folder8/Lauryn Hill - Doo Wop (That Thing) [Lyrics - Video] [QX-IfBKU_gs].mp3,Lauryn Hill ,folder8/Lauryn Hill ,"[0.38522112, 2905.7051405160905, 2613.3105323952063, 6024.417964961202, 21.531917125054573, 0.16193188956181845, 0.5279784, 0.26613632, 8.967871, -1.9009093, 2.0586337865715585, 0.010417089399732743, 0.16618752, 0.1663161713445684]",
folder8/LVNDSCAPE feat. Cathrine Lassen - Dive With Me (Official Lyric Video) [YNywqtesX6c].mp3,LVNDSCAPE feat. Cathrine Lassen ,folder8/LVNDSCAPE feat. Cathrine Lassen ,"[0.37413856, 2560.918613564996, 2544.4511799448173, 5531.07578227132, 20.669655763731793, 0.1844259229841465, 0.5009358, 0.25891978, 13.767739, 2.5312705, 3.3130202674453746, -0.01212234841062065, 0.22978932, 0.1313407473181329]",
folder8/Luke Bryan - Play It Again (Official Music Video) [ALV-QtDFpSw].mp3,Luke Bryan ,folder8/Luke Bryan ,"[0.3982028, 2772.660345811593, 2464.5816560153053, 5660.226968350453, 20.575665435500323, 0.2484230509463672, 0.52892053, 0.26254246, 3.7892835, -1.4461414, 2.229492039153467, -0.0064224882157634154, 0.13398212, 0.16862320203885303]",
folder8/Little Big Town - Better Man (Official Music Video) [ph9NQ8ASmX4].mp3,Little Big Town ,folder8/Little Big Town ,"[0.37385646, 2425.4704885276396, 2373.051005999343, 5075.985210316762, 21.24619466948563, 0.215992454757476, 0.54390055, 0.26260647, 1.7172319, -2.9743164, 1.3196699741410831, 0.00907625382345142, 0.08603369, 0.13322253080148283]",
folder8/Lil Jon-Get low ft Ying Yang Twins with lyrics(Full Version) [BRMn8fZjZro].mp3,Lil Jon,folder8/Lil Jon,"[0.43980998, 2790.327089539595, 2549.7275927406235, 5689.439114250863, 20.702471333216106, 0.18470111164905526, 0.3744471, 0.22776116, 14.942181, 5.8834553, 3.4106996962784857, 0.03663870832276069, 0.25709835, 0.12284330525324404]",
folder8/Kings Of Leon - Molly's Chambers (Official Music Video) [uLaJkbkG5NI].mp3,Kings Of Leon ,folder8/Kings Of Leon ,"[0.4516145, 3112.9886937367983, 2568.4876345103708, 6167.307973286721, 20.84900835637774, 0.1937617791561874, 0.5344848, 0.27571127, 5.307957, 0.7319879, 2.9562412880250952, -0.0038580504647548236, 0.17364112, 0.1965946239859095]",
folder8/Kid Rock - All Summer Long [Official Music Video] [aSkFygPCTwE].mp3,Kid Rock ,folder8/Kid Rock ,"[0.4131947, 3098.6632166020036, 2700.987370443268, 6373.031247617171, 21.222836412339472, 0.17405608831711986, 0.5751104, 0.2761417, 5.719279, 0.22861163, 2.502325536164046, 0.002478877522366881, 0.16562916, 0.18254168162553375]",
folder8/Lacuna Coil - Self Deception [ke0Qhb-at0s].mp3,Lacuna Coil ,folder8/Lacuna Coil ,"[0.5098096, 3913.604649248064, 2947.8573710187784, 7640.952008409383, 20.66960404722472, 0.24951050623897578, 0.5774836, 0.27562535, 14.686578, 4.8698215, 4.411382619193298, -0.00466228214064602, 0.2862328, 0.27223822865928743]",
folder8/Lil Baby x Gunna - ＂Drip Too Hard＂ (Official Music Video) [_YzD9KW82sk].mp3,Lil Baby x Gunna ,folder8/Lil Baby x Gunna ,"[0.4134603, 2344.1704634410276, 2271.251637318954, 4635.79727177449, 21.054731955278537, 0.19839047374132482, 0.47593445, 0.25237748, 17.427216, 2.4485266, 2.712504955265387, -0.013340844001975105, 0.23403701, 0.11304608351065833]",
folder8/love ride - christian french [jmoRdK8tziA].mp3,love ride ,folder8/love ride ,"[0.42400575, 2501.2243768547637, 2339.4189696667745, 5087.44652134694, 21.1158318622219, 0.20230071204507413, 0.5297642, 0.26970008, 15.285459, 0.7878804, 3.7273826216835206, 0.011034144651603957, 0.24600515, 0.14238499016662537]",
folder8/Little Mix - Woman Like Me (Official Video) ft. Nicki Minaj [fSOpiZo1BAA].mp3,Little Mix ,folder8/Little Mix ,"[0.3883273, 3284.0589157862587, 2754.4766754793905, 6691.301551231971, 21.271305301563615, 0.17804171834465693, 0.50948685, 0.26379627, 9.776662, 1.3595448, 3.1317013849087187, 0.001992532061517091, 0.22058304, 0.18887784940031033]",
